timestamp,pm2_5,pm10,co,no2,so2,o3,dust,aod
2023-05-14T23:00,85.4,128.5,2112.0,92.9,85.6,94.0,1.0,0.93
2023-05-15T00:00,92.2,137.8,2275.0,88.2,94.2,90.0,1.0,0.91
2023-05-15T01:00,97.8,144.8,2386.0,81.7,102.5,84.0,1.0,0.88
2023-05-15T02:00,100.8,148.5,2340.0,75.3,104.7,78.0,1.0,0.85
2023-05-15T03:00,93.8,138.3,2054.0,75.1,93.4,75.0,1.0,0.81
2023-05-15T04:00,81.3,121.1,1617.0,77.0,74.7,73.0,1.0,0.77
2023-05-15T05:00,86.8,127.1,1798.0,66.7,65.0,77.0,1.0,0.79
2023-05-15T06:00,67.1,99.4,1512.0,66.8,57.9,87.0,1.0,0.72
2023-05-15T07:00,59.8,89.4,1106.0,66.8,47.8,101.0,1.0,0.66
2023-05-15T08:00,57.2,85.2,667.0,62.3,37.4,126.0,1.0,0.61
2023-05-15T09:00,57.7,86.4,535.0,51.7,35.1,152.0,1.0,0.59
2023-05-15T10:00,56.8,85.4,494.0,37.3,35.5,184.0,1.0,0.58
2023-05-15T11:00,56.3,85.2,474.0,22.6,36.7,218.0,1.0,0.57
2023-05-15T12:00,56.1,85.0,447.0,17.4,36.6,235.0,1.0,0.58
2023-05-15T13:00,55.9,84.3,436.0,15.5,36.6,248.0,1.0,0.59
2023-05-15T14:00,54.4,81.5,453.0,23.4,38.0,247.0,1.0,0.61
2023-05-15T15:00,52.9,78.7,494.0,43.3,41.5,225.0,1.0,0.65
2023-05-15T16:00,53.7,79.4,556.0,71.5,46.3,190.0,0.0,0.68
2023-05-15T17:00,60.8,90.6,766.0,120.6,56.3,136.0,0.0,0.84
2023-05-15T18:00,59.4,88.5,777.0,122.8,51.6,128.0,0.0,0.77
2023-05-15T19:00,55.8,82.9,799.0,125.8,45.0,117.0,0.0,0.73
2023-05-15T20:00,54.1,80.3,1001.0,127.9,43.5,103.0,0.0,0.75
2023-05-15T21:00,59.0,87.1,1411.0,127.3,53.7,96.0,0.0,0.8
2023-05-15T22:00,72.4,106.4,1963.0,125.3,70.0,91.0,0.0,0.84
2023-05-15T23:00,84.1,122.9,2578.0,119.2,89.4,85.0,0.0,0.86
2023-05-16T00:00,91.3,133.2,2810.0,110.3,98.6,82.0,0.0,0.87
2023-05-16T01:00,95.9,139.2,2934.0,98.7,105.7,79.0,0.0,0.89
2023-05-16T02:00,99.2,143.4,3038.0,84.5,111.1,76.0,0.0,0.88
2023-05-16T03:00,101.3,146.2,3133.0,74.5,110.1,72.0,0.0,0.88
2023-05-16T04:00,101.5,145.8,3204.0,65.1,106.0,67.0,0.0,0.9
2023-05-16T05:00,108.7,159.3,1310.0,76.3,142.7,90.0,0.0,0.86
2023-05-16T06:00,115.7,169.0,1269.0,84.3,143.4,88.0,0.0,0.85
2023-05-16T07:00,102.0,149.5,1210.0,95.6,144.3,86.0,0.0,0.84
2023-05-16T08:00,80.1,119.0,1133.0,105.7,143.4,92.0,0.0,0.87
2023-05-16T09:00,74.3,110.8,1086.0,104.9,139.1,110.0,0.0,0.92
2023-05-16T10:00,72.2,107.8,1042.0,99.9,133.0,135.0,1.0,0.93
2023-05-16T11:00,69.8,105.0,985.0,92.6,127.5,163.0,1.0,0.93
2023-05-16T12:00,68.9,104.3,943.0,88.0,128.7,175.0,1.0,0.96
2023-05-16T13:00,66.8,101.7,902.0,83.2,132.5,184.0,1.0,0.98
2023-05-16T14:00,59.8,92.0,847.0,78.8,134.5,187.0,1.0,0.97
2023-05-16T15:00,51.0,78.9,803.0,78.8,130.8,181.0,1.0,0.94
2023-05-16T16:00,50.5,77.8,757.0,80.5,124.7,170.0,1.0,0.87
2023-05-16T17:00,70.1,106.6,1151.0,144.3,210.0,138.0,0.0,0.74
2023-05-16T18:00,62.9,96.9,1022.0,126.6,180.8,136.0,0.0,0.71
2023-05-16T19:00,53.4,85.2,838.0,101.3,139.2,134.0,0.0,0.7
2023-05-16T20:00,43.9,72.9,638.0,72.9,94.2,129.0,0.0,0.69
2023-05-16T21:00,41.1,69.2,571.0,61.7,79.7,125.0,0.0,0.71
2023-05-16T22:00,42.4,70.8,543.0,55.0,74.2,120.0,1.0,0.74
2023-05-16T23:00,42.3,69.8,536.0,51.0,74.0,113.0,1.0,0.76
2023-05-17T00:00,43.1,70.5,548.0,51.9,78.1,107.0,1.0,0.79
2023-05-17T01:00,44.9,72.6,580.0,56.0,86.6,100.0,1.0,0.81
2023-05-17T02:00,51.9,82.7,624.0,61.9,99.4,92.0,1.0,0.84
2023-05-17T03:00,62.6,97.3,666.0,67.3,112.5,85.0,1.0,0.89
2023-05-17T04:00,71.0,109.0,712.0,73.3,127.5,78.0,1.0,0.93
2023-05-17T05:00,39.3,65.2,443.0,42.9,70.4,87.0,1.0,0.98
2023-05-17T06:00,33.2,54.6,394.0,35.0,57.7,94.0,1.0,0.93
2023-05-17T07:00,29.5,48.3,326.0,23.9,39.8,104.0,1.0,0.86
2023-05-17T08:00,28.9,47.0,265.0,13.2,23.6,115.0,1.0,0.8
2023-05-17T09:00,29.3,47.4,268.0,12.0,24.0,119.0,1.0,0.78
2023-05-17T10:00,29.5,47.7,297.0,14.1,30.9,121.0,1.0,0.77
2023-05-17T11:00,31.1,50.5,347.0,19.7,43.4,119.0,1.0,0.73
2023-05-17T12:00,32.0,52.0,396.0,26.7,56.4,111.0,1.0,0.71
2023-05-17T13:00,30.3,50.2,454.0,35.7,72.1,100.0,0.0,0.67
2023-05-17T14:00,30.5,51.0,493.0,43.2,83.1,87.0,0.0,0.7
2023-05-17T15:00,30.2,50.6,466.0,41.7,76.1,83.0,0.0,0.71
2023-05-17T16:00,28.8,49.0,408.0,36.6,60.9,80.0,0.0,0.72
2023-05-17T17:00,26.4,46.0,298.0,23.9,33.5,74.0,0.0,0.85
2023-05-17T18:00,26.0,45.3,276.0,20.0,28.2,74.0,0.0,0.83
2023-05-17T19:00,26.0,45.2,244.0,14.5,20.7,74.0,1.0,0.8
2023-05-17T20:00,26.3,45.4,214.0,9.1,13.4,73.0,1.0,0.79
2023-05-17T21:00,26.6,45.8,211.0,8.6,12.7,72.0,1.0,0.79
2023-05-17T22:00,26.9,46.1,218.0,9.8,14.4,70.0,1.0,0.79
2023-05-17T23:00,26.7,45.5,230.0,12.0,17.3,67.0,1.0,0.78
2023-05-18T00:00,26.0,44.0,239.0,13.6,19.2,65.0,1.0,0.79
2023-05-18T01:00,25.6,42.7,249.0,15.6,21.3,62.0,1.0,0.79
2023-05-18T02:00,25.7,42.4,260.0,17.6,23.4,60.0,1.0,0.79
2023-05-18T03:00,25.8,42.3,266.0,18.6,24.3,58.0,1.0,0.78
2023-05-18T04:00,25.8,42.4,269.0,19.3,24.6,56.0,1.0,0.79
2023-05-18T05:00,24.6,39.7,282.0,22.1,27.3,54.0,1.0,0.73
2023-05-18T06:00,22.2,36.4,259.0,17.5,22.3,61.0,1.0,0.7
2023-05-18T07:00,20.5,34.6,227.0,11.0,15.3,71.0,2.0,0.65
2023-05-18T08:00,20.1,34.2,205.0,5.7,11.2,83.0,2.0,0.62
2023-05-18T09:00,20.9,35.3,221.0,6.7,15.8,91.0,2.0,0.58
2023-05-18T10:00,22.8,38.1,254.0,10.4,24.5,98.0,2.0,0.55
2023-05-18T11:00,25.3,41.8,308.0,17.2,38.8,103.0,2.0,0.54
2023-05-18T12:00,26.2,43.2,361.0,24.6,53.4,100.0,2.0,0.54
2023-05-18T13:00,26.8,44.4,423.0,33.5,70.3,92.0,2.0,0.54
2023-05-18T14:00,27.5,45.6,468.0,41.0,82.6,83.0,2.0,0.58
2023-05-18T15:00,27.2,45.4,446.0,40.2,76.4,80.0,2.0,0.6
2023-05-18T16:00,25.7,43.3,394.0,35.9,61.8,77.0,1.0,0.61
2023-05-18T17:00,22.8,38.2,338.0,31.8,47.2,68.0,1.0,0.6
2023-05-18T18:00,21.1,36.3,310.0,27.0,39.8,68.0,1.0,0.65
2023-05-18T19:00,21.6,37.4,271.0,20.2,29.3,69.0,1.0,0.69
2023-05-18T20:00,22.5,38.9,229.0,12.9,18.0,69.0,1.0,0.7
2023-05-18T21:00,22.9,39.6,216.0,10.7,14.7,69.0,1.0,0.71
2023-05-18T22:00,23.0,39.8,213.0,9.9,13.8,70.0,1.0,0.72
2023-05-18T23:00,22.8,39.3,214.0,10.0,14.0,69.0,1.0,0.75
2023-05-19T00:00,23.2,39.7,218.0,10.6,14.6,67.0,1.0,0.78
2023-05-19T01:00,23.6,39.9,226.0,11.9,16.1,65.0,1.0,0.79
2023-05-19T02:00,24.0,39.7,235.0,13.5,17.9,62.0,1.0,0.79
2023-05-19T03:00,24.4,39.9,240.0,14.4,18.9,60.0,1.0,0.8
2023-05-19T04:00,24.9,40.3,244.0,15.2,19.9,57.0,1.0,0.83
2023-05-19T05:00,25.5,40.5,286.0,18.7,19.5,48.0,1.0,0.92
2023-05-19T06:00,25.0,40.6,294.0,20.3,20.2,50.0,1.0,0.9
2023-05-19T07:00,22.9,37.8,305.0,22.6,21.1,52.0,1.0,0.92
2023-05-19T08:00,24.4,40.2,312.0,23.8,21.9,59.0,1.0,0.9
2023-05-19T09:00,24.4,40.0,303.0,21.4,21.8,71.0,1.0,0.84
2023-05-19T10:00,25.3,41.6,287.0,17.4,21.4,85.0,1.0,0.78
2023-05-19T11:00,26.7,43.8,269.0,13.5,20.8,101.0,1.0,0.74
2023-05-19T12:00,27.7,45.5,262.0,12.8,20.2,106.0,1.0,0.72
2023-05-19T13:00,27.4,45.3,257.0,13.3,19.5,108.0,1.0,0.7
2023-05-19T14:00,26.7,44.7,261.0,16.7,19.3,105.0,1.0,0.73
2023-05-19T15:00,26.7,44.8,273.0,22.6,20.0,96.0,1.0,0.77
2023-05-19T16:00,26.8,44.9,291.0,30.5,21.2,83.0,1.0,0.86
2023-05-19T17:00,32.8,53.8,355.0,47.5,30.2,66.0,3.0,1.0
2023-05-19T18:00,32.6,53.1,404.0,51.7,31.1,59.0,2.0,0.87
2023-05-19T19:00,33.2,54.1,474.0,57.6,32.5,50.0,2.0,0.82
2023-05-19T20:00,33.1,54.2,540.0,62.6,33.1,40.0,1.0,0.77
2023-05-19T21:00,33.8,55.2,547.0,62.1,31.9,38.0,1.0,0.71
2023-05-19T22:00,33.6,55.1,532.0,59.2,29.7,38.0,1.0,0.69
2023-05-19T23:00,32.5,53.6,490.0,52.5,26.8,40.0,1.0,0.7
2023-05-20T00:00,31.1,51.6,434.0,43.9,25.0,44.0,1.0,0.73
2023-05-20T01:00,29.7,49.5,361.0,33.1,23.2,49.0,1.0,0.74
2023-05-20T02:00,29.5,48.8,286.0,22.0,21.6,55.0,1.0,0.76
2023-05-20T03:00,28.9,47.7,268.0,19.1,21.5,55.0,1.0,0.8
2023-05-20T04:00,28.2,46.4,270.0,18.9,22.0,54.0,1.0,0.81
2023-05-20T05:00,24.4,41.1,262.0,18.6,19.2,53.0,1.0,0.88
2023-05-20T06:00,23.6,40.0,271.0,20.3,19.6,54.0,1.0,0.86
2023-05-20T07:00,22.3,38.0,284.0,22.6,20.1,55.0,1.0,0.82
2023-05-20T08:00,21.8,36.9,293.0,23.7,20.3,61.0,1.0,0.81
2023-05-20T09:00,22.7,38.1,286.0,21.2,19.7,73.0,1.0,0.8
2023-05-20T10:00,24.7,40.9,272.0,17.1,18.8,88.0,2.0,0.78
2023-05-20T11:00,26.4,43.3,256.0,12.9,17.8,106.0,2.0,0.76
2023-05-20T12:00,27.2,44.8,250.0,11.5,17.4,115.0,2.0,0.74
2023-05-20T13:00,28.4,46.8,246.0,11.0,17.1,121.0,2.0,0.75
2023-05-20T14:00,29.0,48.0,254.0,14.4,17.9,121.0,2.0,0.76
2023-05-20T15:00,28.9,48.1,270.0,22.1,19.9,110.0,2.0,0.8
2023-05-20T16:00,29.9,49.7,293.0,33.0,22.8,92.0,2.0,0.82
2023-05-20T17:00,31.4,52.5,329.0,42.3,25.3,71.0,2.0,0.8
2023-05-20T18:00,29.8,50.3,353.0,44.6,25.6,62.0,2.0,0.78
2023-05-20T19:00,27.4,46.6,387.0,47.9,26.1,50.0,1.0,0.83
2023-05-20T20:00,25.0,42.8,427.0,51.4,27.0,38.0,1.0,0.77
2023-05-20T21:00,25.4,43.2,450.0,53.1,28.1,35.0,1.0,0.72
2023-05-20T22:00,25.7,43.5,469.0,54.3,29.5,36.0,1.0,0.71
2023-05-20T23:00,25.5,43.1,469.0,52.0,30.0,40.0,1.0,0.71
2023-05-21T00:00,24.9,42.3,431.0,44.7,28.3,47.0,1.0,0.71
2023-05-21T01:00,24.9,42.1,371.0,34.2,25.5,56.0,1.0,0.74
2023-05-21T02:00,24.9,41.9,309.0,23.2,22.5,65.0,1.0,0.76
2023-05-21T03:00,24.4,41.1,297.0,20.2,21.5,66.0,1.0,0.75
2023-05-21T04:00,25.2,41.8,301.0,19.8,21.0,65.0,1.0,0.73
2023-05-21T05:00,28.1,45.3,348.0,25.7,21.9,58.0,1.0,0.69
2023-05-21T06:00,27.1,44.0,357.0,27.5,24.5,61.0,1.0,0.7
2023-05-21T07:00,27.5,44.5,368.0,30.0,28.2,64.0,1.0,0.72
2023-05-21T08:00,27.6,44.5,371.0,30.7,31.1,74.0,1.0,0.7
2023-05-21T09:00,27.3,44.0,351.0,26.9,29.7,88.0,1.0,0.67
2023-05-21T10:00,27.0,43.5,320.0,20.9,26.6,106.0,1.0,0.64
2023-05-21T11:00,27.4,44.4,287.0,14.7,22.8,123.0,1.0,0.63
2023-05-21T12:00,27.5,44.7,277.0,12.9,21.4,127.0,1.0,0.63
2023-05-21T13:00,27.5,44.8,275.0,12.6,20.5,127.0,1.0,0.64
2023-05-21T14:00,27.1,44.2,279.0,15.0,19.8,120.0,1.0,0.64
2023-05-21T15:00,26.4,43.5,286.0,20.0,19.6,107.0,1.0,0.65
2023-05-21T16:00,25.8,42.8,298.0,27.2,19.7,90.0,1.0,0.69
2023-05-21T17:00,24.3,40.2,341.0,40.4,24.8,80.0,1.0,0.79
2023-05-21T18:00,24.5,40.7,375.0,44.9,25.7,73.0,1.0,0.83
2023-05-21T19:00,24.4,40.9,422.0,51.1,26.9,63.0,0.0,0.84
2023-05-21T20:00,24.3,41.1,457.0,55.1,27.6,54.0,0.0,0.85
2023-05-21T21:00,24.0,40.7,438.0,51.3,26.9,56.0,0.0,0.86
2023-05-21T22:00,22.9,39.1,395.0,43.9,25.4,62.0,0.0,0.85
2023-05-21T23:00,21.5,37.3,338.0,33.5,23.3,71.0,0.0,0.85
2023-05-22T00:00,20.6,36.0,304.0,26.3,21.7,76.0,0.0,0.85
2023-05-22T01:00,20.2,35.3,272.0,18.8,20.0,81.0,0.0,0.84
2023-05-22T02:00,19.7,34.1,241.0,11.7,18.2,85.0,0.0,0.83
2023-05-22T03:00,19.1,32.7,232.0,10.0,17.5,83.0,0.0,0.8
2023-05-22T04:00,18.9,32.0,233.0,10.5,17.2,79.0,1.0,0.77
2023-05-22T05:00,20.0,33.3,244.0,14.0,14.7,67.0,1.0,0.68
2023-05-22T06:00,19.7,33.1,257.0,16.3,15.9,64.0,1.0,0.64
2023-05-22T07:00,17.9,30.2,275.0,19.5,17.6,59.0,1.0,0.62
2023-05-22T08:00,16.6,28.2,288.0,21.7,19.2,57.0,1.0,0.58
2023-05-22T09:00,16.8,28.4,280.0,19.8,19.3,63.0,1.0,0.55
2023-05-22T10:00,17.9,29.9,263.0,16.2,18.9,74.0,2.0,0.54
2023-05-22T11:00,19.6,32.5,245.0,12.5,18.3,86.0,2.0,0.55
2023-05-22T12:00,20.7,34.5,242.0,11.5,18.0,93.0,2.0,0.55
2023-05-22T13:00,21.8,36.3,244.0,11.3,17.7,98.0,3.0,0.57
2023-05-22T14:00,23.1,38.5,254.0,14.2,18.1,99.0,3.0,0.6
2023-05-22T15:00,23.7,39.6,266.0,20.3,19.5,91.0,3.0,0.62
2023-05-22T16:00,23.5,39.5,284.0,28.7,21.5,77.0,2.0,0.62
2023-05-22T17:00,26.9,45.1,345.0,32.0,48.0,75.0,2.0,0.64
2023-05-22T18:00,26.7,45.1,330.0,30.1,44.2,72.0,2.0,0.65
2023-05-22T19:00,26.2,44.4,309.0,27.3,38.7,68.0,1.0,0.65
2023-05-22T20:00,25.7,43.7,283.0,23.6,32.0,64.0,1.0,0.66
2023-05-22T21:00,25.3,43.0,269.0,21.2,28.5,62.0,1.0,0.63
2023-05-22T22:00,24.1,41.2,257.0,18.8,25.5,60.0,1.0,0.63
2023-05-22T23:00,22.9,39.3,243.0,16.1,22.2,59.0,1.0,0.63
2023-05-23T00:00,21.1,35.9,233.0,14.4,20.0,59.0,1.0,0.65
2023-05-23T01:00,20.0,34.0,225.0,13.0,18.1,59.0,1.0,0.67
2023-05-23T02:00,19.3,32.7,217.0,11.7,16.4,59.0,1.0,0.73
2023-05-23T03:00,19.3,32.4,216.0,11.4,16.1,58.0,1.0,0.75
2023-05-23T04:00,19.7,32.5,219.0,11.5,16.5,58.0,1.0,0.76
2023-05-23T05:00,34.8,53.9,421.0,31.6,48.9,41.0,2.0,0.78
2023-05-23T06:00,31.5,49.7,381.0,26.2,41.3,54.0,2.0,0.76
2023-05-23T07:00,30.9,48.9,325.0,18.6,30.6,72.0,3.0,0.76
2023-05-23T08:00,31.2,49.4,278.0,11.9,22.6,95.0,3.0,0.75
2023-05-23T09:00,31.9,50.2,286.0,12.4,26.2,108.0,3.0,0.72
2023-05-23T10:00,33.1,51.7,317.0,15.8,34.9,120.0,3.0,0.72
2023-05-23T11:00,34.9,54.6,367.0,22.1,49.3,128.0,3.0,0.73
2023-05-23T12:00,34.8,54.8,413.0,28.4,63.2,123.0,3.0,0.75
2023-05-23T13:00,35.5,56.3,465.0,36.0,79.2,111.0,3.0,0.78
2023-05-23T14:00,34.6,55.4,506.0,43.6,92.0,96.0,3.0,0.8
2023-05-23T15:00,32.4,52.9,495.0,45.8,89.1,88.0,3.0,0.82
2023-05-23T16:00,31.2,51.3,461.0,46.0,79.3,81.0,2.0,0.85
2023-05-23T17:00,27.0,45.4,412.0,45.3,67.5,68.0,1.0,0.69
2023-05-23T18:00,27.0,45.4,383.0,40.1,59.1,69.0,1.0,0.69
2023-05-23T19:00,28.1,47.0,343.0,32.8,47.1,71.0,1.0,0.68
2023-05-23T20:00,27.4,46.1,299.0,24.5,33.9,72.0,1.0,0.68
2023-05-23T21:00,27.5,46.4,286.0,21.5,29.6,72.0,1.0,0.67
2023-05-23T22:00,27.4,46.4,281.0,19.8,27.8,72.0,1.0,0.67
2023-05-23T23:00,27.6,46.8,279.0,18.4,26.5,71.0,1.0,0.69
2023-05-24T00:00,27.4,46.4,276.0,17.5,25.4,71.0,1.0,0.71
2023-05-24T01:00,27.1,45.9,275.0,17.0,24.7,71.0,1.0,0.74
2023-05-24T02:00,26.7,44.9,274.0,16.3,24.0,71.0,1.0,0.79
2023-05-24T03:00,26.4,44.1,273.0,15.6,23.6,71.0,1.0,0.81
2023-05-24T04:00,26.5,44.0,273.0,14.8,23.2,72.0,1.0,0.81
2023-05-24T05:00,30.2,48.1,307.0,19.1,27.6,73.0,2.0,0.74
2023-05-24T06:00,29.3,47.0,290.0,15.7,23.8,81.0,2.0,0.72
2023-05-24T07:00,29.3,46.8,265.0,10.8,18.4,93.0,2.0,0.72
2023-05-24T08:00,29.0,46.2,250.0,7.2,15.9,106.0,2.0,0.72
2023-05-24T09:00,28.8,45.8,264.0,8.6,20.5,113.0,2.0,0.7
2023-05-24T10:00,29.3,46.6,292.0,12.2,28.7,118.0,3.0,0.71
2023-05-24T11:00,30.2,47.8,334.0,19.1,41.8,118.0,3.0,0.77
2023-05-24T12:00,30.7,49.0,370.0,26.8,54.2,109.0,3.0,0.79
2023-05-24T13:00,30.6,49.4,411.0,36.2,68.3,95.0,3.0,0.8
2023-05-24T14:00,28.6,47.1,447.0,45.5,80.5,79.0,3.0,0.91
2023-05-24T15:00,28.9,47.7,449.0,47.6,80.0,74.0,3.0,1.13
2023-05-24T16:00,30.6,49.7,437.0,47.0,74.1,71.0,2.0,0.97
2023-05-24T17:00,31.3,51.6,377.0,55.5,34.0,55.0,2.0,0.93
2023-05-24T18:00,33.1,53.8,455.0,59.8,34.6,52.0,2.0,0.79
2023-05-24T19:00,35.6,57.2,568.0,65.9,35.4,47.0,2.0,0.71
2023-05-24T20:00,38.4,60.5,716.0,71.2,36.5,43.0,2.0,0.71
2023-05-24T21:00,42.8,66.4,830.0,70.5,37.7,43.0,2.0,0.71
2023-05-24T22:00,45.8,70.3,945.0,67.4,39.0,43.0,2.0,0.72
2023-05-24T23:00,45.6,70.3,1002.0,62.7,38.9,45.0,2.0,0.75
2023-05-25T00:00,43.7,67.8,903.0,60.1,36.0,46.0,2.0,0.78
2023-05-25T01:00,41.1,64.5,726.0,57.4,31.5,46.0,2.0,0.81
2023-05-25T02:00,39.1,61.7,526.0,52.5,27.0,49.0,2.0,0.85
2023-05-25T03:00,37.8,59.8,464.0,46.1,25.9,53.0,2.0,0.88
2023-05-25T04:00,37.8,59.4,437.0,38.5,25.9,59.0,2.0,0.91
2023-05-25T05:00,35.0,54.7,359.0,24.0,25.1,76.0,2.0,1.03
2023-05-25T06:00,37.7,58.6,382.0,27.7,28.8,78.0,2.0,1.13
2023-05-25T07:00,38.4,59.1,415.0,32.8,34.1,81.0,2.0,1.1
2023-05-25T08:00,37.1,57.2,435.0,35.8,38.2,90.0,2.0,1.04
2023-05-25T09:00,36.3,56.0,411.0,31.3,36.5,105.0,2.0,0.96
2023-05-25T10:00,35.7,55.8,367.0,23.4,32.4,124.0,1.0,0.91
2023-05-25T11:00,35.3,56.1,319.0,15.4,27.4,142.0,1.0,0.93
2023-05-25T12:00,34.0,55.3,304.0,13.5,25.2,144.0,1.0,1.03
2023-05-25T13:00,33.3,54.7,298.0,13.6,23.4,139.0,1.0,1.16
2023-05-25T14:00,32.1,52.5,311.0,18.7,23.2,130.0,1.0,1.25
2023-05-25T15:00,33.2,53.8,335.0,28.4,25.9,121.0,1.0,1.05
2023-05-25T16:00,36.0,57.4,371.0,41.8,30.2,111.0,1.0,0.95
2023-05-25T17:00,36.8,56.8,589.0,75.9,70.8,66.0,1.0,0.98
2023-05-25T18:00,35.4,55.4,626.0,75.5,70.3,65.0,1.0,0.94
2023-05-25T19:00,34.5,54.8,680.0,75.0,69.6,63.0,0.0,0.95
2023-05-25T20:00,34.1,54.4,743.0,74.5,67.1,61.0,0.0,0.94
2023-05-25T21:00,34.2,54.4,783.0,75.3,63.5,58.0,0.0,0.9
2023-05-25T22:00,35.0,54.7,819.0,76.4,58.7,55.0,0.0,0.88
2023-05-25T23:00,34.9,53.4,818.0,74.3,51.3,54.0,0.0,0.82
2023-05-26T00:00,34.2,51.5,747.0,67.4,44.6,58.0,0.0,0.73
2023-05-26T01:00,33.3,49.9,636.0,57.6,37.0,65.0,0.0,0.66
2023-05-26T02:00,32.2,48.2,510.0,45.3,28.9,74.0,0.0,0.61
2023-05-26T03:00,31.5,47.3,463.0,37.8,25.2,79.0,0.0,0.63
2023-05-26T04:00,31.1,46.7,436.0,31.1,23.0,83.0,0.0,0.67
2023-05-26T05:00,30.7,46.7,466.0,34.3,32.7,91.0,0.0,0.87
2023-05-26T06:00,27.4,42.3,450.0,33.9,31.6,96.0,0.0,0.87
2023-05-26T07:00,27.1,42.0,428.0,33.3,30.0,104.0,0.0,0.79
2023-05-26T08:00,28.8,44.6,397.0,30.8,28.0,116.0,0.0,0.72
2023-05-26T09:00,31.0,48.2,375.0,26.1,26.8,128.0,0.0,0.68
2023-05-26T10:00,32.1,50.5,351.0,19.9,25.7,142.0,1.0,0.67
2023-05-26T11:00,33.1,52.5,328.0,13.8,24.4,157.0,1.0,0.68
2023-05-26T12:00,34.6,55.2,316.0,11.6,23.0,164.0,1.0,0.64
2023-05-26T13:00,36.1,58.0,309.0,10.8,21.6,168.0,1.0,0.65
2023-05-26T14:00,36.9,58.8,316.0,15.0,22.2,164.0,1.0,0.67
2023-05-26T15:00,37.5,59.5,321.0,24.6,26.1,150.0,1.0,0.72
2023-05-26T16:00,38.5,60.8,333.0,38.2,32.0,130.0,1.0,0.75
2023-05-26T17:00,44.2,68.0,398.0,44.4,27.4,145.0,3.0,0.77
2023-05-26T18:00,46.8,71.0,507.0,59.1,28.8,128.0,3.0,0.77
2023-05-26T19:00,48.8,73.6,662.0,80.0,30.8,104.0,3.0,0.75
2023-05-26T20:00,50.1,75.2,838.0,100.3,33.3,77.0,3.0,0.71
2023-05-26T21:00,51.2,76.8,916.0,102.4,34.8,69.0,3.0,0.64
2023-05-26T22:00,52.9,79.2,969.0,98.0,36.1,66.0,3.0,0.57
2023-05-26T23:00,53.1,79.2,983.0,89.9,36.9,64.0,3.0,0.52
2023-05-27T00:00,52.6,78.2,916.0,84.2,35.8,60.0,3.0,0.49
2023-05-27T01:00,52.4,77.5,804.0,77.4,33.9,57.0,2.0,0.47
2023-05-27T02:00,52.0,76.8,709.0,68.9,33.3,52.0,2.0,0.44
2023-05-27T03:00,53.4,78.7,742.0,62.6,36.3,47.0,2.0,0.41
2023-05-27T04:00,55.9,82.0,824.0,56.6,41.0,42.0,1.0,0.38
2023-05-27T05:00,72.4,105.2,1359.0,54.9,68.4,33.0,1.0,0.37
2023-05-27T06:00,78.2,113.2,1342.0,66.1,66.4,39.0,1.0,0.37
2023-05-27T07:00,74.5,108.0,1315.0,81.8,63.5,48.0,2.0,0.37
2023-05-27T08:00,62.2,90.6,1210.0,92.8,60.8,69.0,2.0,0.39
2023-05-27T09:00,60.8,88.9,1029.0,84.5,61.4,96.0,2.0,0.42
2023-05-27T10:00,59.4,86.8,790.0,67.7,63.3,130.0,3.0,0.43
2023-05-27T11:00,51.1,75.9,534.0,47.8,63.6,166.0,3.0,0.5
2023-05-27T12:00,49.8,74.7,447.0,39.0,60.0,179.0,3.0,0.53
2023-05-27T13:00,49.9,75.7,411.0,32.6,54.5,185.0,4.0,0.56
2023-05-27T14:00,47.6,73.3,403.0,32.0,48.4,181.0,4.0,0.58
2023-05-27T15:00,44.2,69.2,413.0,41.5,46.7,165.0,4.0,0.59
2023-05-27T16:00,42.5,66.8,446.0,57.2,46.3,139.0,3.0,0.57
2023-05-27T17:00,48.7,74.3,625.0,92.3,50.0,99.0,0.0,0.61
2023-05-27T18:00,44.8,68.5,711.0,93.8,48.4,95.0,0.0,0.57
2023-05-27T19:00,44.0,67.5,834.0,96.0,46.2,88.0,0.0,0.56
2023-05-27T20:00,42.7,65.7,996.0,98.0,44.6,81.0,0.0,0.58
2023-05-27T21:00,43.9,67.5,1109.0,98.3,45.8,77.0,0.0,0.6
2023-05-27T22:00,48.7,74.3,1220.0,98.1,48.1,75.0,0.0,0.59
2023-05-27T23:00,47.7,72.9,1304.0,96.7,51.2,72.0,0.0,0.58
2023-05-28T00:00,46.4,70.8,1254.0,95.1,51.3,71.0,0.0,0.59
2023-05-28T01:00,45.6,69.2,1145.0,92.8,50.8,70.0,0.0,0.61
2023-05-28T02:00,47.6,71.2,1108.0,88.5,56.0,69.0,0.0,0.63
2023-05-28T03:00,57.2,84.3,1302.0,82.9,69.8,66.0,0.0,0.65
2023-05-28T04:00,68.0,99.4,1600.0,76.0,88.8,63.0,0.0,0.65
2023-05-28T05:00,64.0,96.2,957.0,73.0,102.0,54.0,1.0,1.01
2023-05-28T06:00,57.2,86.8,887.0,70.2,104.8,61.0,1.0,1.03
2023-05-28T07:00,52.0,80.1,787.0,66.1,108.6,71.0,2.0,1.02
2023-05-28T08:00,46.4,72.4,662.0,59.2,107.9,85.0,2.0,1.02
2023-05-28T09:00,43.4,67.8,592.0,52.0,98.4,96.0,2.0,1.02
